ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	INFOMAP	LEXSTATID	COGNATES
619	Deni	PEEL	tero / ʃa / sa	sa	s a	s a	166	166	PEEL				3 7	AX	SA	3	3.S.C 3.A.V	2.0 1.5	sa	0	1203	1055	964	615	1034	964
1251	Jarawara	PEEL	saa	saa	s aː	s aː	166	166	PEEL				3 7	AX	SA	5	5.S.C 5.A.V	2.0 1.5	saː	0	1203	1055	964	615	1034	964
1624	Kulina	PEEL	ʃa	ʃa	ʃ a	ʃ a	166	166	PEEL				3 7	AX	SA	6	6.S.C 6.A.V	2.0 1.5	ʃa	0	1203	1058	964	615	1034	964
1766	Paumari	PEEL	ɗaro	ɗaro	ɗ a r o	ɗ a r o	49	49	PEEL				1 7 5 7	AXBZ	TARU	7	7.T.C 7.A.V 7.R.C 7.U.V	2.0 1.5 1.75 0.8	ɗaro	0	1204	1056	965	616	1035	965
5177	Sorowaha	PENIS	iiʃimi	iiʃimi	iː ʃ i m i	iː ʃ i m i	416	391	PENIS				7 3 7 4 7	XBYBZ	ISIMI	8	8.I.V 8.S.C 8.I.V 8.M.C 8.I.V	1.5 1.75 1.3 1.75 0.8	iːʃimi	0	1205	1059	966	617	1036	966
411	Deni	PEPPER	katsʰiʔi	katsʰiʔi	k a tsʰ i ʔ i	k a tsʰ i ʔ i	270	270	PEPPER				1 7 2 7 1 7	AXBYBZ	KACIHI	3	3.K.C 3.A.V 3.C.C 3.I.V 3.H.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	katsʰiʔi	0	1206	1060	967	618	1037	967
1403	Kulina	PEPPER	katsʰi	katsʰi	k a tsʰ i	k a tsʰ i - -	270	270	PEPPER				1 7 2 7	AXBZ	KACI	6	6.K.C 6.A.V 6.C.C 6.I.V	2.0 1.5 1.75 0.8	katsʰi	0	1206	1060	967	618	1037	967
1702	Paumari	PEPPER	kasi	kasi	k a s i	k a s i - -	270	270	PEPPER				1 7 3 7	AXBZ	KASI	7	7.K.C 7.A.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	kasi	0	1208	1060	967	618	1037	967
5052	Sorowaha	PESTLE	huwa / akubi	huwa	h u w a	h u w a	436	419	PESTLE				3 7 6 7	AXBZ	HYWA	8	8.H.C 8.Y.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	huwa	0	1209	1061	968	619	1038	968
10044	Sorowaha	PESTLE	huwa / akubi	akubi	a k u b i	a k u b i	664	622	PESTLE				7 1 7 1 7	XBYBZ	AKYPI	8	8.A.V 8.K.C 8.Y.V 8.P.C 8.I.V	1.5 1.75 1.3 1.75 0.8	akubi	0	1210	1062	969	620	1039	969
719	Jamamadi	PIAU	awida	awida	a w i d a	- a w i d a	1100	1100	PIAU				7 6 7 1 7	XBYBZ	AWITA	4	4.A.V 4.W.C 4.I.V 4.T.C 4.A.V	1.5 1.75 1.3 1.75 0.8	awida	0	1211	1063	970	621	1040	970
1036	Jarawara	PIAU	awita	awita	a w i t a	- a w i t a	1100	1100	PIAU				7 6 7 1 7	XBYBZ	AWITA	5	5.A.V 5.W.C 5.I.V 5.T.C 5.A.V	1.5 1.75 1.3 1.75 0.8	awita	0	1211	1063	970	621	1040	970
1703	Paumari	PIAU	ʔaβida	ʔaβida	ʔ a β i d a	ʔ a β i d a	1100	1100	PIAU				1 7 3 7 1 7	AXBYBZ	HABITA	7	7.H.C 7.A.V 7.B.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʔaβida	0	1213	1063	970	621	1040	970
412	Deni	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE				1 7 1 7	AXBZ	PUPI	3	3.P.C 3.U.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	bobi	0	1214	1064	971	622	1041	971
1154	Jarawara	PIECE	ibisiri	ibisiri	i b i s i r i	i b i s i r i	69	69	PIECE			Small piece	7 1 7 3 7 5 7	XBYBYBZ	IPISIRI	5	5.I.V 5.P.C 5.I.V 5.S.C 5.I.V 5.R.C 5.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ibisiri	0	1215	1065	972	623	1042	972
1404	Kulina	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE				1 7 1 7	AXBZ	PUPI	6	6.P.C 6.U.V 6.P.C 6.I.V	2.0 1.5 1.75 0.8	bobi	0	1214	1064	971	622	1041	971
1704	Paumari	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE				1 7 1 7	AXBZ	PUPI	7	7.P.C 7.U.V 7.P.C 7.I.V	2.0 1.5 1.75 0.8	bobi	0	1214	1064	971	622	1041	971
1942	Sorowaha	PIECE	ibisini	ibisini	i b i s i n i	i b i s i n i	69	69	PIECE			Small piece	7 1 7 3 7 4 7	XBYBYBZ	IPISINI	8	8.I.V 8.P.C 8.I.V 8.S.C 8.I.V 8.N.C 8.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ibisini	0	1215	1065	972	623	1042	972
3489	Kulina	PIED-CRESTED OROPENDOLA	tano	tano	t a n o	t a n o	183	183	PIED-CRESTED.OROPENDOLA				1 7 4 7	AXBZ	TANU	6	6.T.C 6.A.V 6.N.C 6.U.V	2.0 1.5 1.75 0.8	tano	0	1216	1066	973	624	1043	973
8030	Banawa	PIED-CRESTED OROPENDOLA	tano	tano	t a n o	t a n o	183	183	PIED-CRESTED.OROPENDOLA				1 7 4 7	AXBZ	TANU	2	2.T.C 2.A.V 2.N.C 2.U.V	2.0 1.5 1.75 0.8	tano	0	1216	1066	973	624	1043	973
8031	Deni	PIED-CRESTED OROPENDOLA	tano	tano	t a n o	t a n o	183	183	PIED-CRESTED.OROPENDOLA				1 7 4 7	AXBZ	TANU	3	3.T.C 3.A.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	tano	0	1216	1066	973	624	1043	973
8032	Jarawara	PIED-CRESTED OROPENDOLA	tano	tano	t a n o	t a n o	183	183	PIED-CRESTED.OROPENDOLA				1 7 4 7	AXBZ	TANU	5	5.T.C 5.A.V 5.N.C 5.U.V	2.0 1.5 1.75 0.8	tano	0	1216	1066	973	624	1043	973
117	Banawa	PIERCE	saka / ida	saka	s a k a	s a k a	350	350	PIERCE				3 7 1 7	AXBZ	SAKA	2	2.S.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	saka	0	1217	1067	974	625	1044	974
196	Banawa	PIERCE	saka / ida	ida	i d a	i d a	70	70	PIERCE				7 1 7	XBZ	ITA	2	2.I.V 2.T.C 2.A.V	1.5 1.75 0.8	ida	0	1223	1073	980	626	1050	980
413	Deni	PIERCE	saka	saka	s a k a	s a k a	350	350	PIERCE				3 7 1 7	AXBZ	SAKA	3	3.S.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	saka	0	1217	1067	974	625	1044	974
720	Jamamadi	PIERCE	saka / ida	saka	s a k a	s a k a	350	350	PIERCE				3 7 1 7	AXBZ	SAKA	4	4.S.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	saka	0	1217	1067	974	625	1044	974
803	Jamamadi	PIERCE	saka / ida	ida	i d a	i d a	70	70	PIERCE				7 1 7	XBZ	ITA	4	4.I.V 4.T.C 4.A.V	1.5 1.75 0.8	ida	0	1223	1073	980	626	1050	980
1037	Jarawara	PIERCE	saka / ita	saka	s a k a	s a k a	350	350	PIERCE				3 7 1 7	AXBZ	SAKA	5	5.S.C 5.A.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	saka	0	1217	1067	974	625	1044	974
1155	Jarawara	PIERCE	saka / ita	ita	i t a	i t a	70	70	PIERCE				7 1 7	XBZ	ITA	5	5.I.V 5.T.C 5.A.V	1.5 1.75 0.8	ita	0	1223	1073	980	626	1050	980
1405	Kulina	PIERCE	tsaka	tsaka	ts a k a	ts a k a	350	350	PIERCE				2 7 1 7	AXBZ	CAKA	6	6.C.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	tsaka	0	1221	1067	974	625	1044	974
1705	Paumari	PIERCE	saka	saka	s a k a	s a k a	350	350	PIERCE				3 7 1 7	AXBZ	SAKA	7	7.S.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	saka	0	1217	1067	974	625	1044	974
1943	Sorowaha	PIERCE	ida / sutika	ida	i d a	i d a	70	70	PIERCE				7 1 7	XBZ	ITA	8	8.I.V 8.T.C 8.A.V	1.5 1.75 0.8	ida	0	1223	1073	980	626	1050	980
10074	Sorowaha	PIERCE	ida / sutika	sutika	s u t i k a	s u t i k a	707	649	PIERCE				3 7 1 7 1 7	AXBYBZ	SYTIKA	8	8.S.C 8.Y.V 8.T.C 8.I.V 8.K.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sutika	0	1227	1067	974	627	1054	974
118	Banawa	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE				3 7 4 7	AXBZ	SAMI	2	2.S.C 2.A.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	sami	0	1228	1074	981	628	1055	981
415	Deni	PINEAPPLE	tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE				2 7 4 7	AXBZ	CAMI	3	3.C.C 3.A.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	tsʰami	0	1229	1074	981	628	1055	981
721	Jamamadi	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE				3 7 4 7	AXBZ	SAMI	4	4.S.C 4.A.V 4.M.C 4.I.V	2.0 1.5 1.75 0.8	sami	0	1228	1074	981	628	1055	981
1038	Jarawara	PINEAPPLE	sami	sami	s a m i	s a m i	351	351	PINEAPPLE				3 7 4 7	AXBZ	SAMI	5	5.S.C 5.A.V 5.M.C 5.I.V	2.0 1.5 1.75 0.8	sami	0	1228	1074	981	628	1055	981
5009	Sorowaha	PINEAPPLE	tsami / aɾaguna	tsami	ts a m i	ts a m i	351	351	PINEAPPLE				2 7 4 7	AXBZ	CAMI	8	8.C.C 8.A.V 8.M.C 8.I.V	2.0 1.5 1.75 0.8	tsami	0	1229	1074	981	628	1055	981
7778	Kulina	PINEAPPLE	nana / tsʰami	tsʰami	tsʰ a m i	tsʰ a m i	351	351	PINEAPPLE				2 7 4 7	AXBZ	CAMI	6	6.C.C 6.A.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	tsʰami	0	1229	1074	981	628	1055	981
9998	Kulina	PINEAPPLE	nana / tsʰami	nana	n a n a	n a n a	524	513	PINEAPPLE		YES		4 7 4 7	AXBZ	NANA	6	6.N.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	nana	0	1234	1080	987	629	1061	987
10047	Sorowaha	PINEAPPLE	tsami / aɾaguna	aɾaguna	a ɾ a g u n a	a ɾ a g u n a	673	625	PINEAPPLE				7 5 7 1 7 4 7	XBYBYBZ	ARAKYNA	8	8.A.V 8.R.C 8.A.V 8.K.C 8.Y.V 8.N.C 8.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	aɾaguna	0	1235	1081	988	630	1062	988
5049	Sorowaha	PIRANHA	uma	uma	u m a	u m a	438	421	PIRANHA				7 4 7	XBZ	YMA	8	8.Y.V 8.M.C 8.A.V	1.5 1.75 0.8	uma	0	1236	1082	989	631	1063	989
10115	Sorowaha	PISS	kasukaɾi / kasuka	kasukaɾi	k a s u k a ɾ i	k a s u k a ɾ i	738	701	URINE				1 7 3 7 1 7 5 7	AXBYBYBZ	KASYKARI	8	8.K.C 8.A.V 8.S.C 8.Y.V 8.K.C 8.A.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kasukaɾi	0	1237	1083	990	632	1064	990
10117	Sorowaha	PISS	kasukaɾi / kasuka	kasuka	k a s u k a	k a s u k a	738	701	URINE				1 7 3 7 1 7	AXBYBZ	KASYKA	8	8.K.C 8.A.V 8.S.C 8.Y.V 8.K.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kasuka	1	1237	1083	990	632	1064	990
1991	Sorowaha	PLACE (POSITION)	dʋʋki / dʋci	dʋʋki	d ʋː k i	d ʋː k i	454	437	PLACE				1 6 1 7	AXBZ	TWKI	8	8.T.C 8.W.V 8.K.C 8.I.V	2.0 1.5 1.75 0.8	dʋːki	0	1238	1084	991	633	1065	991
5033	Sorowaha	PLACE (POSITION)	dʋʋki / dʋci	dʋci	d ʋ c i	d ʋ c i	454	437	PLACE				1 6 1 7	AXBZ	TWCI	8	8.T.C 8.W.V 8.C.C 8.I.V	2.0 1.5 1.75 0.8	dʋci	0	1238	1084	991	633	1065	991
1484	Kulina	PLAY	it̪ʰomɛ	it̪ʰomɛ	i t̪ʰ o m ɛ	i t̪ʰ o m ɛ	467	452	PLAY				7 1 7 4 7	XBYBZ	ITUME	6	6.I.V 6.T.C 6.U.V 6.M.C 6.E.V	1.5 1.75 1.3 1.75 0.8	it̪ʰomɛ	0	1239	1085	992	634	1066	992
5042	Sorowaha	PLAY	gamakɨza	gamakɨza	g a m a k ɨ z a	g a m a k ɨ z a	468	453	PLAY				1 7 4 7 1 7 3 7	AXBYBYBZ	KAMAKISA	8	8.K.C 8.A.V 8.M.C 8.A.V 8.K.C 8.I.V 8.S.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	gamakɨza	0	1240	1086	993	635	1067	993
416	Deni	PLUCK	ba	ba	b a	b a - -	213	213	PLUCK				1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	ba	0	1241	1087	994	636	1068	994
1039	Jarawara	PLUCK	bata	bata	b a t a	b a t a	213	213	PLUCK				1 7 1 7	AXBZ	PATA	5	5.P.C 5.A.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	bata	1	1242	1087	994	636	1068	994
1706	Paumari	PLUCK	bada	bada	b a d a	b a d a	213	213	PLUCK				1 7 1 7	AXBZ	PATA	7	7.P.C 7.A.V 7.T.C 7.A.V	2.0 1.5 1.75 0.8	bada	0	1242	1087	994	636	1068	994
83	Banawa	POISON	iha	iha	i h a	i h a	339	339	POISON				7 3 7	XBZ	IHA	2	2.I.V 2.H.C 2.A.V	1.5 1.75 0.8	iha	0	1243	1088	995	637	1069	995
362	Deni	POISON	iha	iha	i h a	i h a	339	339	POISON				7 3 7	XBZ	IHA	3	3.I.V 3.H.C 3.A.V	1.5 1.75 0.8	iha	0	1243	1088	995	637	1069	995
990	Jarawara	POISON	iha	iha	i h a	i h a	339	339	POISON				7 3 7	XBZ	IHA	5	5.I.V 5.H.C 5.A.V	1.5 1.75 0.8	iha	0	1243	1088	995	637	1069	995
10120	Sorowaha	POISON	kasiimeni	kasiimeni	k a s iː m e n i	k a s iː m e n i	742	704	POISON				1 7 3 7 4 7 4 7	AXBYBYBZ	KASIMENI	8	8.K.C 8.A.V 8.S.C 8.I.V 8.M.C 8.E.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kasiːmeni	0	1246	1091	998	638	1072	998
10060	Sorowaha	POLISH (SOMETHING)	kuɾuuka	kuɾuuka	k u ɾ uː k a	k u ɾ uː k a	688	637	POLISH				1 7 5 7 1 7	AXBYBZ	KYRYKA	8	8.K.C 8.Y.V 8.R.C 8.Y.V 8.K.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kuɾuːka	0	1247	1092	999	639	1073	999
119	Banawa	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE				4 7 3 7	AXBZ	MISA	2	2.M.C 2.I.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	misa	0	1248	1093	1000	640	1074	1000
417	Deni	PORCUPINE	mitsʰe	mitsʰe	m i tsʰ e	m i tsʰ e	292	292	PORCUPINE				4 7 2 7	AXBZ	MICE	3	3.M.C 3.I.V 3.C.C 3.E.V	2.0 1.5 1.75 0.8	mitsʰe	0	1249	1093	1000	640	1074	1000
722	Jamamadi	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE				4 7 3 7	AXBZ	MISA	4	4.M.C 4.I.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	misa	0	1248	1093	1000	640	1074	1000
1040	Jarawara	PORCUPINE	misa	misa	m i s a	m i s a	292	292	PORCUPINE				4 7 3 7	AXBZ	MISA	5	5.M.C 5.I.V 5.S.C 5.A.V	2.0 1.5 1.75 0.8	misa	0	1248	1093	1000	640	1074	1000
1407	Kulina	PORCUPINE	mitsʰɛ	mitsʰɛ	m i tsʰ ɛ	m i tsʰ ɛ	292	292	PORCUPINE				4 7 2 7	AXBZ	MICE	6	6.M.C 6.I.V 6.C.C 6.E.V	2.0 1.5 1.75 0.8	mitsʰɛ	0	1249	1093	1000	640	1074	1000
1888	Sorowaha	PORCUPINE	misi	misi	m i s i	m i s i	292	292	PORCUPINE				4 7 3 7	AXBZ	MISI	8	8.M.C 8.I.V 8.S.C 8.I.V	2.0 1.5 1.75 0.8	misi	0	1248	1093	1000	640	1074	1000
120	Banawa	POT	jia	jia	j i a	j i - a	525	514	POT				6 7 7	AXZ	JIA	2	2.J.C 2.I.V 2.A.V	2.0 1.5 0.8	jia	0	1250	1094	1001	641	1075	1001
418	Deni	POT	jipa	jipa	j i p a	j i p a	525	514	POT				6 7 1 7	AXBZ	JIPA	3	3.J.C 3.I.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	jipa	0	1251	1094	1001	641	1075	1001
723	Jamamadi	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258	258	POT				6 7 6 7 3 7	AXBYBZ	JIWAHA	4	4.J.C 4.I.V 4.W.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jiwaha	0	1252	1096	1003	641	1075	1003
1041	Jarawara	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258	258	POT				6 7 6 7 3 7	AXBYBZ	JIWAHA	5	5.J.C 5.I.V 5.W.C 5.A.V 5.H.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jiwaha	0	1252	1096	1003	641	1075	1003
1408	Kulina	POT	jipa	jipa	j i p a	j i p a	525	514	POT				6 7 1 7	AXBZ	JIPA	6	6.J.C 6.I.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	jipa	0	1251	1094	1001	641	1075	1001
1707	Paumari	POT	siʔaha	siʔaha	s i ʔ a h a	- s i ʔ a h a	258	258	POT				3 7 1 7 3 7	AXBYBZ	SIHAHA	7	7.S.C 7.I.V 7.H.C 7.A.V 7.H.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	siʔaha	0	1255	1096	1003	641	1080	1003
1889	Sorowaha	POT	isaha	isaha	i s a h a	i s - - a h a	258	258	POT				7 3 7 3 7	XBYBZ	ISAHA	8	8.I.V 8.S.C 8.A.V 8.H.C 8.A.V	1.5 1.75 1.3 1.75 0.8	isaha	0	1256	1096	1003	641	1080	1003
419	Deni	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN				1 7 5 7	AXBZ	PARU	3	3.P.C 3.A.V 3.R.C 3.U.V	2.0 1.5 1.75 0.8	baro	0	1257	1097	1004	642	1081	1004
724	Jamamadi	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN				1 7 5 7	AXBZ	PARU	4	4.P.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	baro	0	1257	1097	1004	642	1081	1004
1042	Jarawara	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN				1 7 5 7	AXBZ	PARU	5	5.P.C 5.A.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	baro	0	1257	1097	1004	642	1081	1004
1409	Kulina	POUND TO FLATTEN	baɾo	baɾo	b a ɾ o	b a ɾ o	352	352	POUND.TO.FLATTEN				1 7 5 7	AXBZ	PARU	6	6.P.C 6.A.V 6.R.C 6.U.V	2.0 1.5 1.75 0.8	baɾo	0	1257	1097	1004	642	1081	1004
1890	Sorowaha	POUND TO FLATTEN	baɾo	baɾo	b a ɾ o	b a ɾ o	352	352	POUND.TO.FLATTEN				1 7 5 7	AXBZ	PARU	8	8.P.C 8.A.V 8.R.C 8.U.V	2.0 1.5 1.75 0.8	baɾo	0	1257	1097	1004	642	1081	1004
10016	Sorowaha	PRECIOUS	adjaɾi	adjaɾi	a d j a ɾ i	a d j a ɾ i	638	602	PRECIOUS				7 1 6 7 5 7	XBCYBZ	ATJARI	8	8.A.V 8.T.C 8.J.C 8.A.V 8.R.C 8.I.V	1.5 1.75 1.5 1.3 1.75 0.8	adjaɾi	0	1258	1098	1005	643	1082	1005
10017	Sorowaha	PRECIOUS	adjaɾu	adjaɾu	a d j a ɾ u	a d j a ɾ u	638	602	PRECIOUS				7 1 6 7 5 7	XBCYBZ	ATJARY	8	8.A.V 8.T.C 8.J.C 8.A.V 8.R.C 8.Y.V	1.5 1.75 1.5 1.3 1.75 0.8	adjaɾu	0	1258	1098	1005	643	1082	1005
420	Deni	PREGNANT	jahani	jahani	j a h a n i	j a h a n i	591	577	PREGNANT				6 7 3 7 4 7	AXBYBZ	JAHANI	3	3.J.C 3.A.V 3.H.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jahani	0	1259	1099	1006	644	1083	1006
1708	Paumari	PREGNANT	isa	isa	i s a	i s a	247	247	PREGNANT				7 3 7	XBZ	ISA	7	7.I.V 7.S.C 7.A.V	1.5 1.75 0.8	isa	0	1260	1100	1007	645	1084	1007
421	Deni	PRETEND	wadawada	wadawada	w a d a w a d a	w a d a w a d a	592	578	PRETEND			morph=sllep?	6 7 1 7 6 7 1 7	AXBYBYBZ	WATAWATA	3	3.W.C 3.A.V 3.T.C 3.A.V 3.W.C 3.A.V 3.T.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wadawada	0	1261	1101	1008	646	1085	1008
10032	Sorowaha	PROCREATE	agja	agja	a g j a	a g j a	652	611	PROCREATE				7 1 6 7	XBCZ	AKJA	8	8.A.V 8.K.C 8.J.C 8.A.V	1.5 1.75 1.5 0.8	agja	0	1262	1102	1009	647	1086	1009
160	Banawa	PULL	bore	bore	b o r e	b o r e	221	221	PULL				1 7 5 7	AXBZ	PURE	2	2.P.C 2.U.V 2.R.C 2.E.V	2.0 1.5 1.75 0.8	bore	0	1263	1103	1010	648	1087	1010
479	Deni	PULL	pore	pore	p o r e	p o r e	221	221	PULL				1 7 5 7	AXBZ	PURE	3	3.P.C 3.U.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	pore	0	1263	1103	1010	648	1087	1010
765	Jamamadi	PULL	bore	bore	b o r e	b o r e	221	221	PULL				1 7 5 7	AXBZ	PURE	4	4.P.C 4.U.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	bore	0	1263	1103	1010	648	1087	1010
1100	Jarawara	PULL	bore	bore	b o r e	b o r e	221	221	PULL				1 7 5 7	AXBZ	PURE	5	5.P.C 5.U.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	bore	0	1263	1103	1010	648	1087	1010
1485	Kulina	PULL	hoka / poɾɛ	hoka	h o k a	h o k a	539	530	PULL				3 7 1 7	AXBZ	HUKA	6	6.H.C 6.U.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	hoka	0	1267	1107	1014	649	1091	1014
1486	Kulina	PULL	hoka / poɾɛ	poɾɛ	p o ɾ ɛ	p o ɾ ɛ	221	221	PULL				1 7 5 7	AXBZ	PURE	6	6.P.C 6.U.V 6.R.C 6.E.V	2.0 1.5 1.75 0.8	poɾɛ	0	1263	1108	1010	648	1087	1010
809	Jamamadi	PULL OFF (SKIN)	ite	ite	i t e	i t e	78	78	PULL.OFF.SKIN				7 1 7	XBZ	ITE	4	4.I.V 4.T.C 4.E.V	1.5 1.75 0.8	ite	0	1268	1109	1015	650	1092	1015
1161	Jarawara	PULL OFF (SKIN)	ite	ite	i t e	i t e	78	78	PULL.OFF.SKIN				7 1 7	XBZ	ITE	5	5.I.V 5.T.C 5.E.V	1.5 1.75 0.8	ite	0	1268	1109	1015	650	1092	1015
1947	Sorowaha	PULL OFF (SKIN)	ite	ite	i t e	i t e	78	78	PULL.OFF.SKIN				7 1 7	XBZ	ITE	8	8.I.V 8.T.C 8.E.V	1.5 1.75 0.8	ite	0	1268	1109	1015	650	1092	1015
422	Deni	PULL OUT	jopha	jopha	j o pʰ a	j o pʰ a	315	315	PULL.OUT				6 7 1 7	AXBZ	JUPA	3	3.J.C 3.U.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	jopʰa	0	1269	1110	1016	651	1093	1016
1410	Kulina	PULL OUT	jopʰa	jopʰa	j o pʰ a	j o pʰ a	315	315	PULL.OUT				6 7 1 7	AXBZ	JUPA	6	6.J.C 6.U.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	jopʰa	0	1269	1110	1016	651	1093	1016
1709	Paumari	PULL OUT	rasoha	rasoha	r a s o h a	r a s o h a	593	579	PULL.OUT				5 7 3 7 3 7	AXBYBZ	RASUHA	7	7.R.C 7.A.V 7.S.C 7.U.V 7.H.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	rasoha	0	1271	1112	1018	652	1095	1018
1931	Sorowaha	PURPLE BANANA	katomi	katomi	k a t o m i	k a t o m i	456	439	PURPLE.BANANA				1 7 1 7 4 7	AXBYBZ	KATUMI	8	8.K.C 8.A.V 8.T.C 8.U.V 8.M.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	katomi	0	1272	1113	1019	653	1096	1019
161	Banawa	PUSH	joko	joko	j o k o	j o k - o - -	230	230	PUSH				6 7 1 7	AXBZ	JUKU	2	2.J.C 2.U.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	joko	0	1273	1114	1020	654	1097	1020
480	Deni	PUSH	joko	joko	j o k o	j o k - o - -	230	230	PUSH				6 7 1 7	AXBZ	JUKU	3	3.J.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	joko	0	1273	1114	1020	654	1097	1020
766	Jamamadi	PUSH	joko	joko	j o k o	j o k - o - -	230	230	PUSH				6 7 1 7	AXBZ	JUKU	4	4.J.C 4.U.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	joko	0	1273	1114	1020	654	1097	1020
1101	Jarawara	PUSH	joko	joko	j o k o	j o k - o - -	230	230	PUSH				6 7 1 7	AXBZ	JUKU	5	5.J.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	joko	0	1273	1114	1020	654	1097	1020
1487	Kulina	PUSH	jo	jo	j o	j o - - - - -	230	230	PUSH				6 7	AX	JU	6	6.J.C 6.U.V	2.0 1.5	jo	0	1277	1118	1020	654	1097	1020
1744	Paumari	PUSH	dokho	dokho	d o k h o	d o k h o - -	230	230	PUSH				1 7 1 3 7	AXBCZ	TUKHU	7	7.T.C 7.U.V 7.K.C 7.H.C 7.U.V	2.0 1.5 1.75 1.5 0.8	dokho	0	1278	1114	1025	654	1102	1025
1911	Sorowaha	PUSH	jokona / zuhʷana	jokona	j o k o n a	j o k - o n a	230	230	PUSH				6 7 1 7 4 7	AXBYBZ	JUKUNA	8	8.J.C 8.U.V 8.K.C 8.U.V 8.N.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jokona	0	1273	1114	1020	654	1097	1020
