ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAIDS	LEXSTATIDS
1160	Jarawara	LEG	isi	isi	i s i	LEG	77	77	7 3 7	XBZ	ISI	4	4.I.V 4.S.C 4.I.V	1.5 1.75 0.8	isi	0	1422	1422
1556	Kulina	LEG	itsʰo	itsʰo	i tsʰ o	LEG	77	77	7 2 7	XBZ	ICU	5	5.I.V 5.C.C 5.U.V	1.5 1.75 0.8	itsʰo	0	1422	1422
1946	Sorowaha	LEG	isowata	isowata	i s o + w a t a	LEG CATCH	77	77 235	7 3 7 9 6 7 1 7	XBZ_AXBZ	ISU_WATA	7	7.I.V 7.S.C 7.U.V 7._._ 7.W.C 7.A.V 7.T.C 7.A.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	iso+wata	0	1422 1424	1422 1424
10255	Paumari	LEG	avai	avai	a v ai	LEG	820	776	7 3 7	XBZ	ABA	6	6.A.V 6.B.C 6.A.V	1.5 1.75 0.8	avai	0	1423	1423
10111	Sorowaha	LET GO OR SET FREE	katabu	katabu	k a t a b u	RELEASE	734	697	1 7 1 7 1 7	AXBYBZ	KATAPY	7	7.K.C 7.A.V 7.T.C 7.A.V 7.P.C 7.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	katabu	0	1431	1431
95	Banawa	LET'S GO	homa	homa	h o m a	LET'S.GO	345	345	3 7 4 7	AXBZ	HUMA	1	1.H.C 1.U.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	homa	0	1433	1433
378	Deni	LET'S GO	hina	hina	h i n a	LET'S.GO	345	345	3 7 4 7	AXBZ	HINA	2	2.H.C 2.I.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	hina	0	1433	1433
695	Jamamadi	LET'S GO	hima	hima	h i m a	LET'S.GO	345	345	3 7 4 7	AXBZ	HIMA	3	3.H.C 3.I.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	hima	0	1433	1433
1007	Jarawara	LET'S GO	hima	hima	h i m a	LET'S.GO	345	345	3 7 4 7	AXBZ	HIMA	4	4.H.C 4.I.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	hima	0	1433	1433
1369	Kulina	LET'S GO	hina	hina	h i n a	LET'S.GO	345	345	3 7 4 7	AXBZ	HINA	5	5.H.C 5.I.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	hina	0	1433	1433
5150	Sorowaha	LIANA	hunaha	hunaha	h u n a h a	TIMBO	427	404	3 7 4 7 3 7	AXBYBZ	HYNAHA	7	7.H.C 7.Y.V 7.N.C 7.A.V 7.H.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hunaha	0	1439	1439
158	Banawa	LIE (REST)	homa	homa	h o m a	LIE	313	313	3 7 4 7	AXBZ	HUMA	1	1.H.C 1.U.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	homa	1	1441	1441
478	Deni	LIE (REST)	poma	poma	p o m a	LIE	313	313	1 7 4 7	AXBZ	PUMA	2	2.P.C 2.U.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	poma	0	1441	1441
763	Jamamadi	LIE (REST)	homa	homa	h o m a	LIE	313	313	3 7 4 7	AXBZ	HUMA	3	3.H.C 3.U.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	homa	0	1441	1441
1097	Jarawara	LIE (REST)	homa / wina	homa	h o m a	LIE	313	313	3 7 4 7	AXBZ	HUMA	4	4.H.C 4.U.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	homa	0	1441	1441
1098	Jarawara	LIE (REST)	homa / wina	wina	w i n a	LIE	537	527	6 7 4 7	AXBZ	WINA	4	4.W.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	wina	0	1442	1444
1480	Kulina	LIE (REST)	domopona / koda / pona	domopona	d o m o + p o n a	? LIE	313	528 313	1 7 4 7 9 1 7 4 7	AXBZ_AXBZ	TUMU_PUNA	5	5.T.C 5.U.V 5.M.C 5.U.V 5._._ 5.P.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	domo+pona	0	1441 1442	1442 1441
1481	Kulina	LIE (REST)	domopona / koda / pona	koda	k o d a	LIE	536	526	1 7 1 7	AXBZ	KUTA	5	5.K.C 5.U.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	koda	0	1444	1445
1482	Kulina	LIE (REST)	domopona / koda / pona	pona	p o n a	LIE	313	313	1 7 4 7	AXBZ	PUNA	5	5.P.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 0.8	pona	0	1442	1441
1742	Paumari	LIE (REST)	ʔoma	ʔoma	ʔ o m a	LIE	313	313	1 7 4 7	AXBZ	HUMA	6	6.H.C 6.U.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	ʔoma	0	1441	1441
10061	Sorowaha	LIE (REST)	kusuna	kusuna	k u s u n a	REST	594	580	1 7 3 7 4 7	AXBYBZ	KYSYNA	7	7.K.C 7.Y.V 7.S.C 7.Y.V 7.N.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kusuna	0	1443	1443
565	Deni	LIGHT	thaja	thaja	t h a j a	LIGHT	687	410	1 3 7 6 7	ACXBZ	THAJA	2	2.T.C 2.H.C 2.A.V 2.J.C 2.A.V	2.0 1.5 1.5 1.75 0.8	thaja	0	1453	1453
1803	Paumari	LIGHT	thojathoja	thojathoja	t h o j a + t h o j a	LIGHT LIGHT	687	410 410	1 3 7 6 7 9 1 3 7 6 7	ACXBZ_ACXBZ	THUJA_THUJA	6	6.T.C 6.H.C 6.U.V 6.J.C 6.A.V 6._._ 6.T.C 6.H.C 6.U.V 6.J.C 6.A.V	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5 1.5 1.75 0.8	thoja+thoja	0	1453 1454	1453 1454
5140	Sorowaha	LIGHT	haɾaɾi	haɾaɾi	h a ɾ a ɾ i	LIGHT	1277	1277	3 7 5 7 5 7	AXBYBZ	HARARI	7	7.H.C 7.A.V 7.R.C 7.A.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	haɾaɾi	0	1455	1455
1193	Jarawara	LIGHT (IGNITE)	oja	oja	o j a	LIGHT	687	410	7 6 7	XBZ	UJA	4	4.U.V 4.J.C 4.A.V	1.5 1.75 0.8	oja	0	1458	1458
1804	Paumari	LIGHT (IGNITE)	oji	oji	o j i	LIGHT	687	410	7 6 7	XBZ	UJI	6	6.U.V 6.J.C 6.I.V	1.5 1.75 0.8	oji	0	1458	1458
86	Banawa	LIGHT (RADIATION)	ɸiri	ɸiri	ɸ i r i	ILLUMINATE	312	312	3 7 5 7	AXBZ	BIRI	1	1.B.C 1.I.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	ɸiri	0	1461	1461
229	Banawa	LIGHT (RADIATION)	oje	oje	o j e	LIGHT	687	410	7 6 7	XBZ	UJE	1	1.U.V 1.J.C 1.E.V	1.5 1.75 0.8	oje	0	1463	1463
367	Deni	LIGHT (RADIATION)	piri	piri	p i r i	ILLUMINATE	312	312	1 7 5 7	AXBZ	PIRI	2	2.P.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	piri	0	1461	1461
687	Jamamadi	LIGHT (RADIATION)	ɸiri	ɸiri	ɸ i r i	ILLUMINATE	312	312	3 7 5 7	AXBZ	BIRI	3	3.B.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	ɸiri	0	1461	1461
996	Jarawara	LIGHT (RADIATION)	ɸiri	ɸiri	ɸ i r i	ILLUMINATE	312	312	3 7 5 7	AXBZ	BIRI	4	4.B.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	ɸiri	0	1461	1461
1192	Jarawara	LIGHT (RADIATION)	oje	oje	o j e	LIGHT	687	410	7 6 7	XBZ	UJE	4	4.U.V 4.J.C 4.E.V	1.5 1.75 0.8	oje	0	1463	1463
1356	Kulina	LIGHT (RADIATION)	piɾi	piɾi	p i ɾ i	ILLUMINATE	312	312	1 7 5 7	AXBZ	PIRI	5	5.P.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	piɾi	0	1461	1461
10153	Sorowaha	LIGHT (RADIATION)	harari	harari	h a r a r i	LIGHT	759	721	3 7 5 7 5 7	AXBYBZ	HARARI	7	7.H.C 7.A.V 7.R.C 7.A.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	harari	0	1462	1462
10154	Sorowaha	LIGHT (RADIATION)	dukuma	dukuma	d u k u m a	ILLUMINATE	760	722	1 7 1 7 4 7	AXBYBZ	TYKYMA	7	7.T.C 7.Y.V 7.K.C 7.Y.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	dukuma	0	1464	1464
159	Banawa	LIKE	noɸa	noɸa	n o ɸ a	LIKE	303	303	4 7 3 7	AXBZ	NUBA	1	1.N.C 1.U.V 1.B.C 1.A.V	2.0 1.5 1.75 0.8	noɸa	0	1471	1471
764	Jamamadi	LIKE	noɸa	noɸa	n o ɸ a	LIKE	303	303	4 7 3 7	AXBZ	NUBA	3	3.N.C 3.U.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	noɸa	0	1471	1471
1099	Jarawara	LIKE	noɸa	noɸa	n o ɸ a	LIKE	303	303	4 7 3 7	AXBZ	NUBA	4	4.N.C 4.U.V 4.B.C 4.A.V	2.0 1.5 1.75 0.8	noɸa	0	1471	1471
1743	Paumari	LIKE	noɸi	noɸi	n o ɸ i	LIKE	303	303	4 7 3 7	AXBZ	NUBI	6	6.N.C 6.U.V 6.B.C 6.I.V	2.0 1.5 1.75 0.8	noɸi	0	1471	1471
1910	Sorowaha	LIKE	nohama	nohama	n o h a m a	LIKE	538	529	4 7 3 7 4 7	AXBYBZ	NUHAMA	7	7.N.C 7.U.V 7.H.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nohama	0	1472	1471
380	Deni	LIMP	doki	doki	d o k i	LIMP	229	229	1 7 1 7	AXBZ	TUKI	2	2.T.C 2.U.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	doki	0	1477	1477
1685	Paumari	LIMP	dokhiri	dokhiri	d o kʰ i r i	LIMP	229	229	1 7 1 7 5 7	AXBYBZ	TUKIRI	6	6.T.C 6.U.V 6.K.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	dokʰiri	0	1477	1477
200	Banawa	LIP	iɸi	iɸi	i ɸ i	LIP	76	76	7 3 7	XBZ	IBI	1	1.I.V 1.B.C 1.I.V	1.5 1.75 0.8	iɸi	0	1480	1480
533	Deni	LIP	ipo	ipo	i p o	LIP	76	76	7 1 7	XBZ	IPU	2	2.I.V 2.P.C 2.U.V	1.5 1.75 0.8	ipo	0	1480	1480
807	Jamamadi	LIP	iɸi	iɸi	i ɸ i	LIP	76	76	7 3 7	XBZ	IBI	3	3.I.V 3.B.C 3.I.V	1.5 1.75 0.8	iɸi	0	1480	1480
1159	Jarawara	LIP	iɸi	iɸi	i ɸ i	LIP	76	76	7 3 7	XBZ	IBI	4	4.I.V 4.B.C 4.I.V	1.5 1.75 0.8	iɸi	0	1480	1480
1555	Kulina	LIP	ipo	ipo	i p o	LIP	76	76	7 1 7	XBZ	IPU	5	5.I.V 5.P.C 5.U.V	1.5 1.75 0.8	ipo	0	1480	1480
1686	Paumari	LIP	ihi	ihi	i h i	LIP	249	249	7 3 7	XBZ	IHI	6	6.I.V 6.H.C 6.I.V	1.5 1.75 0.8	ihi	0	1481	1480
96	Banawa	LIVER	wati	wati	w a t i	LIVER	346	346	6 7 1 7	AXBZ	WATI	1	1.W.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	wati	0	1487	1487
381	Deni	LIVER	ati	ati	a t i	LIVER	346	346	7 1 7	XBZ	ATI	2	2.A.V 2.T.C 2.I.V	1.5 1.75 0.8	ati	0	1487	1487
696	Jamamadi	LIVER	wati	wati	w a t i	LIVER	346	346	6 7 1 7	AXBZ	WATI	3	3.W.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	wati	0	1487	1487
1008	Jarawara	LIVER	wahati	wahati	w a h a t i	LIVER	346	346	6 7 3 7 1 7	AXBYBZ	WAHATI	4	4.W.C 4.A.V 4.H.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wahati	0	1487	1487
1371	Kulina	LIVER	wati	wati	w a t i	LIVER	346	346	6 7 1 7	AXBZ	WATI	5	5.W.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	wati	0	1487	1487
1687	Paumari	LIVER	βaʔi	βaʔi	β a ʔ i	LIVER	346	346	3 7 1 7	AXBZ	BAHI	6	6.B.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	βaʔi	0	1487	1487
1372	Kulina	LONG	wit̪ʰahiɾa	wit̪ʰahiɾa	w i t̪ʰ a h i ɾ a	LONG	1279	1279	6 7 1 7 3 7 5 7	AXBYBYBZ	WITAHIRA	5	5.W.C 5.I.V 5.T.C 5.A.V 5.H.C 5.I.V 5.R.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wit̪ʰahiɾa	0	1496	1496
5169	Sorowaha	LONG	dʒuwazɨ	dʒuwazɨ	dʒ u w a z ɨ	LONG	1280	1280	1 7 6 7 3 7	AXBYBZ	TYWASI	7	7.T.C 7.Y.V 7.W.C 7.A.V 7.S.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	dʒuwazɨ	0	1498	1498
10257	Deni	LONG	arabude	arabude	a r a b u d e	LONG	821	779	7 5 7 1 7 1 7	XBYBYBZ	ARAPYTE	2	2.A.V 2.R.C 2.A.V 2.P.C 2.Y.V 2.T.C 2.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	arabude	0	1494	1494
10258	Paumari	LONG	ʔoadaki	ʔoadaki	ʔ oa d a k i	LONG	822	780	1 7 1 7 1 7	AXBYBZ	HUTAKI	6	6.H.C 6.U.V 6.T.C 6.A.V 6.K.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʔoadaki	0	1497	1497
10259	Jarawara	LONG	jabo	jabo	j a b o	LONG	823	781	6 7 1 7	AXBZ	JAPU	4	4.J.C 4.A.V 4.P.C 4.U.V	2.0 1.5 1.75 0.8	jabo	1	1495	1495
217	Banawa	LOUSE	kamati	kamati	k a m a t i	LOUSE	97	97	1 7 4 7 1 7	AXBYBZ	KAMATI	1	1.K.C 1.A.V 1.M.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kamati	0	1500	1500
549	Deni	LOUSE	kamati	kamati	k a m a t i	LOUSE	97	97	1 7 4 7 1 7	AXBYBZ	KAMATI	2	2.K.C 2.A.V 2.M.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kamati	0	1500	1500
825	Jamamadi	LOUSE	kamati	kamati	k a m a t i	LOUSE	97	97	1 7 4 7 1 7	AXBYBZ	KAMATI	3	3.K.C 3.A.V 3.M.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kamati	0	1500	1500
1178	Jarawara	LOUSE	kamati	kamati	k a m a t i	LOUSE	97	97	1 7 4 7 1 7	AXBYBZ	KAMATI	4	4.K.C 4.A.V 4.M.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kamati	0	1500	1500
1572	Kulina	LOUSE	kamati	kamati	k a m a t i	LOUSE	97	97	1 7 4 7 1 7	AXBYBZ	KAMATI	5	5.K.C 5.A.V 5.M.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kamati	0	1500	1500
1792	Paumari	LOUSE	kamaʔi	kamaʔi	k a m a ʔ i	LOUSE	97	97	1 7 4 7 1 7	AXBYBZ	KAMAHI	6	6.K.C 6.A.V 6.M.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kamaʔi	0	1500	1500
10015	Sorowaha	LOW	adjadjahia	adjadjahia	a d j a d j a h ia	LOW	637	601	7 1 6 7 1 6 7 3 7	XBCYBCYBZ	ATJATJAHI	7	7.A.V 7.T.C 7.J.C 7.A.V 7.T.C 7.J.C 7.A.V 7.H.C 7.I.V	1.5 1.75 1.5 1.3 1.75 1.5 1.3 1.75 0.8	adjadjahia	0	1507	1507
136	Banawa	LUBRICATE	kete	kete	k e t e	LUBRICATE	1281	1281	1 7 1 7	AXBZ	KETE	1	1.K.C 1.E.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	kete	0	1509	1509
1070	Jarawara	LUBRICATE	kete	kete	k e t e	LUBRICATE	1281	1281	1 7 1 7	AXBZ	KETE	4	4.K.C 4.E.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	kete	0	1509	1509
5113	Deni	LUNG	watsʰabori	watsʰabori	w a tsʰ a b o r i	LUNG	611	711	6 7 2 7 1 7 5 7	AXBYBYBZ	WACAPURI	2	2.W.C 2.A.V 2.C.C 2.A.V 2.P.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	watsʰabori	0	1512	1512
5114	Jarawara	LUNG	hasabori	hasabori	h a s a b o r i	LUNG	611	711	3 7 3 7 1 7 5 7	AXBYBYBZ	HASAPURI	4	4.H.C 4.A.V 4.S.C 4.A.V 4.P.C 4.U.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hasabori	0	1512	1512
5115	Banawa	LUNG	wasabori	wasabori	w a s a b o r i	LUNG	611	711	6 7 3 7 1 7 5 7	AXBYBYBZ	WASAPURI	1	1.W.C 1.A.V 1.S.C 1.A.V 1.P.C 1.U.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wasabori	0	1512	1512
97	Banawa	LUNG FISH	sako	sako	s a k o	LUNG.FISH	347	347	3 7 1 7	AXBZ	SAKU	1	1.S.C 1.A.V 1.K.C 1.U.V	2.0 1.5 1.75 0.8	sako	0	1516	1516
382	Deni	LUNG FISH	sako	sako	s a k o	LUNG.FISH	347	347	3 7 1 7	AXBZ	SAKU	2	2.S.C 2.A.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	sako	0	1516	1516
697	Jamamadi	LUNG FISH	sako	sako	s a k o	LUNG.FISH	347	347	3 7 1 7	AXBZ	SAKU	3	3.S.C 3.A.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	sako	0	1516	1516
1009	Jarawara	LUNG FISH	sako	sako	s a k o	LUNG.FISH	347	347	3 7 1 7	AXBZ	SAKU	4	4.S.C 4.A.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	sako	0	1516	1516
1373	Kulina	LUNG FISH	tsʰako	tsʰako	tsʰ a k o	LUNG.FISH	347	347	2 7 1 7	AXBZ	CAKU	5	5.C.C 5.A.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	tsʰako	0	1516	1516
1688	Paumari	LUNG FISH	sako	sako	s a k o	LUNG.FISH	347	347	3 7 1 7	AXBZ	SAKU	6	6.S.C 6.A.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	sako	0	1516	1516
1876	Sorowaha	LUNG FISH	sako	sako	s a k o	LUNG.FISH	347	347	3 7 1 7	AXBZ	SAKU	7	7.S.C 7.A.V 7.K.C 7.U.V	2.0 1.5 1.75 0.8	sako	0	1516	1516
1996	Sorowaha	MACAW	kawa	kawa	k a w a	MACAW	1282	1282	1 7 6 7	AXBZ	KAWA	7	7.K.C 7.A.V 7.W.C 7.A.V	2.0 1.5 1.75 0.8	kawa	1	1524	1524
222	Banawa	MAIZE	kimi	kimi	k i m i	MAIZE	105	105	1 7 4 7	AXBZ	KIMI	1	1.K.C 1.I.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	kimi	0	1526	1526
557	Deni	MAIZE	kimi	kimi	k i m i	MAIZE	105	105	1 7 4 7	AXBZ	KIMI	2	2.K.C 2.I.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	kimi	0	1526	1526
830	Jamamadi	MAIZE	kimi	kimi	k i m i	MAIZE	105	105	1 7 4 7	AXBZ	KIMI	3	3.K.C 3.I.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	kimi	0	1526	1526
1183	Jarawara	MAIZE	kimi	kimi	k i m i	MAIZE	105	105	1 7 4 7	AXBZ	KIMI	4	4.K.C 4.I.V 4.M.C 4.I.V	2.0 1.5 1.75 0.8	kimi	0	1526	1526
1954	Sorowaha	MAIZE	kimi	kimi	k i m i	MAIZE	105	105	1 7 4 7	AXBZ	KIMI	7	7.K.C 7.I.V 7.M.C 7.I.V	2.0 1.5 1.75 0.8	kimi	0	1526	1526
98	Banawa	MAN	makiti	maki	m a k i t i	MAN.(ADULT.MALE)	289	289	4 7 1 7 1 7	AXBYBZ	MAKITI	1	1.M.C 1.A.V 1.K.C 1.I.V 1.T.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	makiti	0	1532	1532
383	Deni	MAN	makhi / dzabitsu	dzabitsu	dz a b i ts u	MAN.(ADULT.MALE)	384	365	2 7 1 7 2 7	AXBYBZ	CAPICY	2	2.C.C 2.A.V 2.P.C 2.I.V 2.C.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	dzabitsu	0	1533	1533
384	Deni	MAN	makhi / dzabitsu	makhi	m a kʰ i	MAN.(ADULT.MALE)	289	289	4 7 1 7	AXBZ	MAKI	2	2.M.C 2.A.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	makʰi	0	1532	1532
698	Jamamadi	MAN	makiti	maki	m a k i t i	MAN.(ADULT.MALE)	289	289	4 7 1 7 1 7	AXBYBZ	MAKITI	3	3.M.C 3.A.V 3.K.C 3.I.V 3.T.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	makiti	0	1532	1532
1010	Jarawara	MAN	makiti	maki	m a k i t i	MAN.(ADULT.MALE)	289	289	4 7 1 7 1 7	AXBYBZ	MAKITI	4	4.M.C 4.A.V 4.K.C 4.I.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	makiti	0	1532	1532
1374	Kulina	MAN	makʰi	makʰi	m a kʰ i	MAN.(ADULT.MALE)	289	289	4 7 1 7	AXBZ	MAKI	5	5.M.C 5.A.V 5.K.C 5.I.V	2.0 1.5 1.75 0.8	makʰi	0	1532	1532
1689	Paumari	MAN	makhira	makhira	m a kʰ i r a	MAN.(ADULT.MALE)	289	289	4 7 1 7 5 7	AXBYBZ	MAKIRA	6	6.M.C 6.A.V 6.K.C 6.I.V 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	makʰira	0	1532	1532
1877	Sorowaha	MAN	imeki	imeki	i m e k i	MAN.(ADULT.MALE)	289	289	7 4 7 1 7	XBYBZ	IMEKI	7	7.I.V 7.M.C 7.E.V 7.K.C 7.I.V	1.5 1.75 1.3 1.75 0.8	imeki	0	1532	1532
99	Banawa	MANDI	bidama	bidama	b i d a m a	MANDI	348	348	1 7 1 7 4 7	AXBYBZ	PITAMA	1	1.P.C 1.I.V 1.T.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bidama	0	1541	1541
385	Deni	MANDI	bidama	bidama	b i d a m a	MANDI	348	348	1 7 1 7 4 7	AXBYBZ	PITAMA	2	2.P.C 2.I.V 2.T.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bidama	0	1541	1541
699	Jamamadi	MANDI	bidama	bidama	b i d a m a	MANDI	348	348	1 7 1 7 4 7	AXBYBZ	PITAMA	3	3.P.C 3.I.V 3.T.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bidama	0	1541	1541
1011	Jarawara	MANDI	bitama	bitama	b i t a m a	MANDI	348	348	1 7 1 7 4 7	AXBYBZ	PITAMA	4	4.P.C 4.I.V 4.T.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bitama	0	1541	1541
1375	Kulina	MANDI	bidama	bidama	b i d a m a	MANDI	348	348	1 7 1 7 4 7	AXBYBZ	PITAMA	5	5.P.C 5.I.V 5.T.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bidama	0	1541	1541
1012	Jarawara	MANY	tamabote	tamabote	t a m a b o t e	MANY	496	480	1 7 4 7 1 7 1 7	AXBYBYBZ	TAMAPUTE	4	4.T.C 4.A.V 4.M.C 4.A.V 4.P.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tamabote	0	1548	1548
1376	Kulina	MANY	badzima / wapima / tsibɛma	badzima	b a dz i m a	MANY	500	482	1 7 2 7 4 7	AXBYBZ	PACIMA	5	5.P.C 5.A.V 5.C.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	badzima	0	1549	1549
1377	Kulina	MANY	badzima / wapima / tsibɛma	wapima	w a p i m a	MANY	499	483	6 7 1 7 4 7	AXBYBZ	WAPIMA	5	5.W.C 5.A.V 5.P.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wapima	1	1549	1549
1378	Kulina	MANY	badzima / wapima / tsibɛma	tsibɛma	ts i b ɛ m a	MANY	498	484	2 7 1 7 4 7	AXBYBZ	CIPEMA	5	5.C.C 5.I.V 5.P.C 5.E.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsibɛma	0	1549	1549
5158	Sorowaha	MANY	aamasa	aamasa	aː m a s a	MANY	424	398	7 4 7 3 7	XBYBZ	AMASA	7	7.A.V 7.M.C 7.A.V 7.S.C 7.A.V	1.5 1.75 1.3 1.75 0.8	aːmasa	0	1550	1550
10261	Deni	MANY	hirahiranaɸiriʔa	hirahiranaɸiriʔa	h i r a h i r a n a ɸ i r i ʔ a	MANY	824	782	3 7 5 7 3 7 5 7 4 7 3 7 5 7 1 7	AXBYBYBYBYBYBYBZ	HIRAHIRANABIRIHA	2	2.H.C 2.I.V 2.R.C 2.A.V 2.H.C 2.I.V 2.R.C 2.A.V 2.N.C 2.A.V 2.B.C 2.I.V 2.R.C 2.I.V 2.H.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	hirahiranaɸiriʔa	0	1547	1547
1962	Sorowaha	MARK	taboɾi	taboɾi	t a b o ɾ i	unknown5	561	408	1 7 1 7 5 7	AXBYBZ	TAPURI	7	7.T.C 7.A.V 7.P.C 7.U.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	taboɾi	0	1554	1554
231	Banawa	MARMOSET	ɸisi	ɸisi	ɸ i s i	SQUIRREL.MONKEY	371	401	3 7 3 7	AXBZ	BISI	1	1.B.C 1.I.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	ɸisi	0	1556	1556
838	Jamamadi	MARMOSET	ɸisi	ɸisi	ɸ i s i	SQUIRREL.MONKEY	371	401	3 7 3 7	AXBZ	BISI	3	3.B.C 3.I.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	ɸisi	0	1556	1556
1195	Jarawara	MARMOSET	wisi	wisi	w i s i	SQUIRREL.MONKEY	371	401	6 7 3 7	AXBZ	WISI	4	4.W.C 4.I.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	wisi	1	1556	1556
