ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAIDS	LEXSTATIDS
1217	Jarawara	INDIGENOUS PEOPLES OF THE AMERICAS	mati	mati	m a t i	(INDIAN).PERSON	125	125	4 7 1 7	AXBZ	MATI	4	4.M.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	mati	1	1293	1293
1598	Kulina	INDIGENOUS PEOPLES OF THE AMERICAS	madiha	madiha	m a d i h a	(INDIAN).PERSON	125	125	4 7 1 7 3 7	AXBYBZ	MATIHA	5	5.M.C 5.A.V 5.T.C 5.I.V 5.H.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	madiha	0	1293	1293
1971	Sorowaha	INDIGENOUS PEOPLES OF THE AMERICAS	madi	madi	m a d i	(INDIAN).PERSON	125	125	4 7 1 7	AXBZ	MATI	7	7.M.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 0.8	madi	0	1293	1293
5048	Sorowaha	INGA	imi	imi	i m i	INGA	439	422	7 4 7	XBZ	IMI	7	7.I.V 7.M.C 7.I.V	1.5 1.75 0.8	imi	1	1299	1299
536	Deni	INSECT	jaʔo	jaʔo	j a ʔ o	LARGE.INSECT	81	81	6 7 1 7	AXBZ	JAHU	2	2.J.C 2.A.V 2.H.C 2.U.V	2.0 1.5 1.75 0.8	jaʔo	1	1301	1301
1164	Jarawara	INSECT	jao	jao	j a o	LARGE.INSECT	81	81	6 7 7	AXZ	JAU	4	4.J.C 4.A.V 4.U.V	2.0 1.5 0.8	jao	1	1301	1301
88	Banawa	INSIDE	bodi	bodi	b o d i	INSIDE	30	30	1 7 1 7	AXBZ	PUTI	1	1.P.C 1.U.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	bodi	0	1304	1304
91	Banawa	INSIDE	doro	doro	d o r o	INSIDE.PART	342	342	1 7 5 7	AXBZ	TURU	1	1.T.C 1.U.V 1.R.C 1.U.V	2.0 1.5 1.75 0.8	doro	0	1305	1305
368	Deni	INSIDE	bodi	bodi	b o d i	INSIDE	30	30	1 7 1 7	AXBZ	PUTI	2	2.P.C 2.U.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	bodi	0	1304	1304
371	Deni	INSIDE	doro	doro	d o r o	INSIDE.PART	342	342	1 7 5 7	AXBZ	TURU	2	2.T.C 2.U.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	doro	0	1305	1305
691	Jamamadi	INSIDE	doro	doro	d o r o	INSIDE.PART	342	342	1 7 5 7	AXBZ	TURU	3	3.T.C 3.U.V 3.R.C 3.U.V	2.0 1.5 1.75 0.8	doro	0	1305	1305
998	Jarawara	INSIDE	boti	boti	b o t i	INSIDE	30	30	1 7 1 7	AXBZ	PUTI	4	4.P.C 4.U.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	boti	0	1304	1304
1001	Jarawara	INSIDE	toro	toro	t o r o	INSIDE.PART	342	342	1 7 5 7	AXBZ	TURU	4	4.T.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	toro	0	1305	1305
1357	Kulina	INSIDE	bodi	bodi	b o d i	INSIDE	30	30	1 7 1 7	AXBZ	PUTI	5	5.P.C 5.U.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	bodi	0	1304	1304
1360	Kulina	INSIDE	doɾo	doɾo	d o ɾ o	INSIDE.PART	342	342	1 7 5 7	AXBZ	TURU	5	5.T.C 5.U.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	doɾo	0	1305	1305
1676	Paumari	INSIDE	bodi	bodi	b o d i	INSIDE	30	30	1 7 1 7	AXBZ	PUTI	6	6.P.C 6.U.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	bodi	0	1304	1304
5170	Sorowaha	INSIDE	hʊʊɾi	hʊʊɾi	h ʊː ɾ i	INSIDE	1274	1274	3 7 5 7	AXBZ	HYRI	7	7.H.C 7.Y.V 7.R.C 7.I.V	2.0 1.5 1.75 0.8	hʊːɾi	0	1305	1306
10012	Sorowaha	ISLAND	aḍaha dʒuɾunumaɾu	ad̥aha dʒuɾunumaɾu	a d̥ a h a + dʒ u ɾ u n u m a ɾ u	EARTH ?	633	3 633	7 1 7 3 7 9 1 7 5 7 4 7 4 7 5 7	XBYBZ_AXBYBYBYBZ	ATAHA_TYRYNYMARY	7	7.A.V 7.T.C 7.A.V 7.H.C 7.A.V 7._._ 7.T.C 7.Y.V 7.R.C 7.Y.V 7.N.C 7.Y.V 7.M.C 7.A.V 7.R.C 7.Y.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ad̥aha+dʒuɾunumaɾu	0	1316 1317	1316 1317
2002	Sorowaha	JACKFRUIT	tamino	tamino	t a m i n o	JACKFRUIT	181	181	1 7 4 7 4 7	AXBYBZ	TAMINU	7	7.T.C 7.A.V 7.M.C 7.I.V 7.N.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tamino	0	1319	1319
8023	Banawa	JACKFRUIT	tamino	tamino	t a m i n o	JACKFRUIT	181	181	1 7 4 7 4 7	AXBYBZ	TAMINU	1	1.T.C 1.A.V 1.M.C 1.I.V 1.N.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tamino	0	1319	1319
8024	Deni	JACKFRUIT	tamino	tamino	t a m i n o	JACKFRUIT	181	181	1 7 4 7 4 7	AXBYBZ	TAMINU	2	2.T.C 2.A.V 2.M.C 2.I.V 2.N.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tamino	0	1319	1319
8025	Jamamadi	JACKFRUIT	tamino	tamino	t a m i n o	JACKFRUIT	181	181	1 7 4 7 4 7	AXBYBZ	TAMINU	3	3.T.C 3.A.V 3.M.C 3.I.V 3.N.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tamino	0	1319	1319
8026	Jarawara	JACKFRUIT	tamino	tamino	t a m i n o	JACKFRUIT	181	181	1 7 4 7 4 7	AXBYBZ	TAMINU	4	4.T.C 4.A.V 4.M.C 4.I.V 4.N.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tamino	0	1319	1319
211	Banawa	JAGUAR	jomahi	jomahi	j o m a h i	JAGUAR	90	90	6 7 4 7 3 7	AXBYBZ	JUMAHI	1	1.J.C 1.U.V 1.M.C 1.A.V 1.H.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jomahi	0	1325	1325
543	Deni	JAGUAR	jomahi	jomahi	j o m a h i	JAGUAR	90	90	6 7 4 7 3 7	AXBYBZ	JUMAHI	2	2.J.C 2.U.V 2.M.C 2.A.V 2.H.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jomahi	0	1325	1325
819	Jamamadi	JAGUAR	jomahi	jomahi	j o m a h i	JAGUAR	90	90	6 7 4 7 3 7	AXBYBZ	JUMAHI	3	3.J.C 3.U.V 3.M.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jomahi	0	1325	1325
1172	Jarawara	JAGUAR	jomahi	jomahi	j o m a h i	JAGUAR	90	90	6 7 4 7 3 7	AXBYBZ	JUMAHI	4	4.J.C 4.U.V 4.M.C 4.A.V 4.H.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jomahi	0	1325	1325
1565	Kulina	JAGUAR	jomahi	jomahi	j o m a h i	JAGUAR	90	90	6 7 4 7 3 7	AXBYBZ	JUMAHI	5	5.J.C 5.U.V 5.M.C 5.A.V 5.H.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jomahi	0	1325	1325
1789	Paumari	JAGUAR	jomahi	jomahi	j o m a h i	JAGUAR	90	90	6 7 4 7 3 7	AXBYBZ	JUMAHI	6	6.J.C 6.U.V 6.M.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jomahi	0	1325	1325
5184	Sorowaha	JAGUAR	maɾihi	maɾihi	m a ɾ i h i	JAGUAR	1276	1276	4 7 5 7 3 7	AXBYBZ	MARIHI	7	7.M.C 7.A.V 7.R.C 7.I.V 7.H.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maɾihi	0	1325	1326
515	Deni	JUMP	ti	ti	t i	JUMP	50	50	1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	ti	0	1333	1333
793	Jamamadi	JUMP	ti	ti	t i	JUMP	50	50	1 7	AX	TI	3	3.T.C 3.I.V	2.0 1.5	ti	0	1333	1333
1767	Paumari	JUMP	ɗiriɗiri	ɗiriɗiri	ɗ i r i ɗ i r i	?	564	553	1 7 5 7 1 7 5 7	AXBYBYBZ	TIRITIRI	6	6.T.C 6.I.V 6.R.C 6.I.V 6.T.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɗiriɗiri	0	1334	1334
5109	Paumari	KAPOK CEIBE TREE	βasini	βasini	β a s i n i	KAPOK.CEIBE.TREE	203	203	3 7 3 7 4 7	AXBYBZ	BASINI	6	6.B.C 6.A.V 6.S.C 6.I.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	βasini	0	1337	1337
5110	Jarawara	KAPOK CEIBE TREE	wasina	wasina	w a s i n a	KAPOK.CEIBE.TREE	203	203	6 7 3 7 4 7	AXBYBZ	WASINA	4	4.W.C 4.A.V 4.S.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wasina	0	1337	1337
5111	Banawa	KAPOK CEIBE TREE	wasina	wasina	w a s i n a	KAPOK.CEIBE.TREE	203	203	6 7 3 7 4 7	AXBYBZ	WASINA	1	1.W.C 1.A.V 1.S.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wasina	0	1337	1337
5112	Jamamadi	KAPOK CEIBE TREE	wasina	wasina	w a s i n a	KAPOK.CEIBE.TREE	203	203	6 7 3 7 4 7	AXBYBZ	WASINA	3	3.W.C 3.A.V 3.S.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wasina	0	1337	1337
1475	Kulina	KILL	nanadzokʰɛ / napamahona / nanahika	nanahika	n a n a h i k a	KILL	469	454	4 7 4 7 3 7 1 7	AXBYBYBZ	NANAHIKA	5	5.N.C 5.A.V 5.N.C 5.A.V 5.H.C 5.I.V 5.K.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nanahika	0	1342	1342
1476	Kulina	KILL	nanadzokʰɛ / napamahona / nanahika	nanadzokʰɛ	n a n a dz o kʰ ɛ	KILL	469	454	4 7 4 7 2 7 1 7	AXBYBYBZ	NANACUKE	5	5.N.C 5.A.V 5.N.C 5.A.V 5.C.C 5.U.V 5.K.C 5.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nanadzokʰɛ	0	1342	1343
1477	Kulina	KILL	nanadzokʰɛ / napamahona / nanahika	napamahona	n a p a m a h o n a	KILL	470	455	4 7 1 7 4 7 3 7 4 7	AXBYBYBYBZ	NAPAMAHUNA	5	5.N.C 5.A.V 5.P.C 5.A.V 5.M.C 5.A.V 5.H.C 5.U.V 5.N.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	napamahona	0	1342	1344
92	Banawa	KINGFISHER	kere	kere	k e r e	KINGFISHER	280	280	1 7 5 7	AXBZ	KERE	1	1.K.C 1.E.V 1.R.C 1.E.V	2.0 1.5 1.75 0.8	kere	0	1346	1346
372	Deni	KINGFISHER	khere	khere	kʰ e r e	KINGFISHER	280	280	1 7 5 7	AXBZ	KERE	2	2.K.C 2.E.V 2.R.C 2.E.V	2.0 1.5 1.75 0.8	kʰere	0	1346	1346
692	Jamamadi	KINGFISHER	kere	kere	k e r e	KINGFISHER	280	280	1 7 5 7	AXBZ	KERE	3	3.K.C 3.E.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	kere	0	1346	1346
1361	Kulina	KINGFISHER	diɾodiɾo / kʰɛɾɛ	diɾodiɾo	d i ɾ o d i ɾ o	KINGFISHER	43	43	1 7 5 7 1 7 5 7	AXBYBYBZ	TIRUTIRU	5	5.T.C 5.I.V 5.R.C 5.U.V 5.T.C 5.I.V 5.R.C 5.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	diɾodiɾo	0	1347	1347
1362	Kulina	KINGFISHER	diɾodiɾo / kʰɛɾɛ	kʰɛɾɛ	kʰ ɛ ɾ ɛ	KINGFISHER	280	280	1 7 5 7	AXBZ	KERE	5	5.K.C 5.E.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	kʰɛɾɛ	0	1346	1346
1679	Paumari	KINGFISHER	tirotiro	tirotiro	t i r o t i r o	KINGFISHER	43	43	1 7 5 7 1 7 5 7	AXBYBYBZ	TIRUTIRU	6	6.T.C 6.I.V 6.R.C 6.U.V 6.T.C 6.I.V 6.R.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tirotiro	0	1347	1347
243	Banawa	KINKAJOU	kokosi	kokosi	k o k o s i	KINKAJOU	117	117	1 7 1 7 3 7	AXBYBZ	KUKUSI	1	1.K.C 1.U.V 1.K.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kokosi	0	1353	1353
579	Deni	KINKAJOU	kosikosi	kosikosi	k o s i k o s i	KINKAJOU	117	117	1 7 3 7 1 7 3 7	AXBYBYBZ	KUSIKUSI	2	2.K.C 2.U.V 2.S.C 2.I.V 2.K.C 2.U.V 2.S.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kosikosi	0	1353	1353
850	Jamamadi	KINKAJOU	kokosi	kokosi	k o k o s i	KINKAJOU	117	117	1 7 1 7 3 7	AXBYBZ	KUKUSI	3	3.K.C 3.U.V 3.K.C 3.U.V 3.S.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kokosi	0	1353	1353
1209	Jarawara	KINKAJOU	kokosi	kokosi	k o k o s i	KINKAJOU	117	117	1 7 1 7 3 7	AXBYBZ	KUKUSI	4	4.K.C 4.U.V 4.K.C 4.U.V 4.S.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kokosi	0	1353	1353
373	Deni	KNEE	khobori	khobori	kʰ o b o r i	KNEE	283	283	1 7 1 7 5 7	AXBYBZ	KUPURI	2	2.K.C 2.U.V 2.P.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kʰobori	0	1358	1358
1002	Jarawara	KNEE	jobati / kobabari	jobati	j o b a t i	KNEE	584	571	6 7 1 7 1 7	AXBYBZ	JUPATI	4	4.J.C 4.U.V 4.P.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jobati	0	1359	1359
1003	Jarawara	KNEE	jobati / kobabari	kobabari	k o b a b a r i	KNEE	283	283	1 7 1 7 1 7 5 7	AXBYBYBZ	KUPAPARI	4	4.K.C 4.U.V 4.P.C 4.A.V 4.P.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kobabari	0	1358	1358
1363	Kulina	KNEE	kʰoboɾi / pito / tidzoɾi	kʰoboɾi	kʰ o b o ɾ i	KNEE	283	283	1 7 1 7 5 7	AXBYBZ	KUPURI	5	5.K.C 5.U.V 5.P.C 5.U.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kʰoboɾi	0	1358	1358
1364	Kulina	KNEE	kʰoboɾi / pito / tidzoɾi	pito	p i t o	KNEE	582	569	1 7 1 7	AXBZ	PITU	5	5.P.C 5.I.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	pito	0	1359	1362
1365	Kulina	KNEE	kʰoboɾi / pito / tidzoɾi	tidzoɾi	t i dz o ɾ i	KNEE	583	570	1 7 2 7 5 7	AXBYBZ	TICURI	5	5.T.C 5.I.V 5.C.C 5.U.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tidzoɾi	0	1361	1363
10076	Sorowaha	KNEE	suwatɨ	suwatɨ	s u w a t ɨ	KNEE	344	651	3 7 6 7 1 7	AXBYBZ	SYWATI	7	7.S.C 7.Y.V 7.W.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	suwatɨ	0	1359	1361
10254	Paumari	KNEE	kadʒoʔatʰa	kadʒoʔatʰa	k a dʒ o ʔ a tʰ a	KNEE	819	775	1 7 1 7 1 7 1 7	AXBYBYBZ	KATUHATA	6	6.K.C 6.A.V 6.T.C 6.U.V 6.H.C 6.A.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kadʒoʔatʰa	0	1360	1360
156	Banawa	KNOW	wato	wato	w a t o	KNOW	302	302	6 7 1 7	AXBZ	WATU	1	1.W.C 1.A.V 1.T.C 1.U.V	2.0 1.5 1.75 0.8	wato	0	1367	1367
476	Deni	KNOW	nawato	nawato	n a w a t o	KNOW	302	302	4 7 6 7 1 7	AXBYBZ	NAWATU	2	2.N.C 2.A.V 2.W.C 2.A.V 2.T.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	nawato	0	1367	1367
761	Jamamadi	KNOW	wato	wato	w a t o	KNOW	302	302	6 7 1 7	AXBZ	WATU	3	3.W.C 3.A.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	wato	0	1367	1367
1095	Jarawara	KNOW	wato	wato	w a t o	KNOW	302	302	6 7 1 7	AXBZ	WATU	4	4.W.C 4.A.V 4.T.C 4.U.V	2.0 1.5 1.75 0.8	wato	0	1367	1367
1478	Kulina	KNOW	naʔato	naʔato	n a ʔ a t o	KNOW	302	302	4 7 1 7 1 7	AXBYBZ	NAHATU	5	5.N.C 5.A.V 5.H.C 5.A.V 5.T.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	naʔato	0	1367	1367
374	Deni	LAKE	korija	korija	k o r i j a	LAKE	46	46	1 7 5 7 6 7	AXBYBZ	KURIJA	2	2.K.C 2.U.V 2.R.C 2.I.V 2.J.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	korija	0	1373	1373
1004	Jarawara	LAKE	rako	rako	r a k o	LAKE	47	47	5 7 1 7	AXBZ	RAKU	4	4.R.C 4.A.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	rako	0	1374	1374
1366	Kulina	LAKE	koɾija / koɾidza	koɾija	k o ɾ i j a	LAKE	46	46	1 7 5 7 6 7	AXBYBZ	KURIJA	5	5.K.C 5.U.V 5.R.C 5.I.V 5.J.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	koɾija	0	1373	1373
1367	Kulina	LAKE	koɾija / koɾidza	koɾidza	k o ɾ i dz a	LAKE	46	46	1 7 5 7 2 7	AXBYBZ	KURICA	5	5.K.C 5.U.V 5.R.C 5.I.V 5.C.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	koɾidza	0	1373	1373
1680	Paumari	LAKE	ɗako	ɗako	ɗ a k o	LAKE	47	47	1 7 1 7	AXBZ	TAKU	6	6.T.C 6.A.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	ɗako	0	1374	1374
5192	Sorowaha	LAKE	taki	taki	t a k i	LAKE	47	47	1 7 1 7	AXBZ	TAKI	7	7.T.C 7.A.V 7.K.C 7.I.V	2.0 1.5 1.75 0.8	taki	0	1374	1374
1579	Kulina	LARGE CATFISH	moɾo	moɾo	m o ɾ o	FISH	1252	689	4 7 5 7	AXBZ	MURU	5	5.M.C 5.U.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	moɾo	0	1380	1380
5151	Sorowaha	LARGE-BULLET-ANT (subfamily paraponerinae)	huwatɨ	huwatɨ	h u w a t ɨ	TOCANDIRA	426	402	3 7 6 7 1 7	AXBYBZ	HYWATI	7	7.H.C 7.Y.V 7.W.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	huwatɨ	0	1382	1382
182	Banawa	LARVA	moho	moho	m o h o	MAGGOT	691	691	4 7 3 7	AXBZ	MUHU	1	1.M.C 1.U.V 1.H.C 1.U.V	2.0 1.5 1.75 0.8	moho	0	1384	1384
510	Deni	LARVA	moho	moho	m o h o	MAGGOT	691	691	4 7 3 7	AXBZ	MUHU	2	2.M.C 2.U.V 2.H.C 2.U.V	2.0 1.5 1.75 0.8	moho	0	1384	1384
591	Deni	LARVA	wakari	wakari	w a k a r i	unknown16	626	700	6 7 1 7 5 7	AXBYBZ	WAKARI	2	2.W.C 2.A.V 2.K.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wakari	0	1385	1385
1139	Jarawara	LARVA	moho	moho	m o h o	MAGGOT	691	691	4 7 3 7	AXBZ	MUHU	4	4.M.C 4.U.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	moho	0	1384	1384
1536	Kulina	LARVA	moho	moho	m o h o	MAGGOT	691	691	4 7 3 7	AXBZ	MUHU	5	5.M.C 5.U.V 5.H.C 5.U.V	2.0 1.5 1.75 0.8	moho	0	1384	1384
1930	Sorowaha	LARVA	moho	moho	m o h o	MAGGOT	691	691	4 7 3 7	AXBZ	MUHU	7	7.M.C 7.U.V 7.H.C 7.U.V	2.0 1.5 1.75 0.8	moho	0	1384	1384
375	Deni	LATE	naho	naho	n a h o	LATE	296	296	4 7 3 7	AXBZ	NAHU	2	2.N.C 2.A.V 2.H.C 2.U.V	2.0 1.5 1.75 0.8	naho	0	1391	1391
1682	Paumari	LATE	naothi	naothi	n a o t h i	LATE	296	296	4 7 7 1 3 7	AXYBCZ	NAUTHI	6	6.N.C 6.A.V 6.U.V 6.T.C 6.H.C 6.I.V	2.0 1.5 1.3 1.75 1.5 0.8	naothi	0	1391	1392
157	Banawa	LAUGH	haha	haha	h a h a	LAUGH	239	239	3 7 3 7	AXBZ	HAHA	1	1.H.C 1.A.V 1.H.C 1.A.V	2.0 1.5 1.75 0.8	haha	0	1394	1394
477	Deni	LAUGH	haha	haha	h a h a	LAUGH	239	239	3 7 3 7	AXBZ	HAHA	2	2.H.C 2.A.V 2.H.C 2.A.V	2.0 1.5 1.75 0.8	haha	0	1394	1394
762	Jamamadi	LAUGH	haha	haha	h a h a	LAUGH	239	239	3 7 3 7	AXBZ	HAHA	3	3.H.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	haha	0	1394	1394
1096	Jarawara	LAUGH	haahaa	haahaa	h aː h aː	LAUGH	239	239	3 7 3 7	AXBZ	HAHA	4	4.H.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 0.8	haːhaː	0	1394	1394
1479	Kulina	LAUGH	haha	haha	h a h a	LAUGH	239	239	3 7 3 7	AXBZ	HAHA	5	5.H.C 5.A.V 5.H.C 5.A.V	2.0 1.5 1.75 0.8	haha	0	1394	1394
1741	Paumari	LAUGH	haha	haha	h a h a	LAUGH	239	239	3 7 3 7	AXBZ	HAHA	6	6.H.C 6.A.V 6.H.C 6.A.V	2.0 1.5 1.75 0.8	haha	0	1394	1394
1909	Sorowaha	LAUGH	haka	haka	h a k a	LAUGH	239	239	3 7 1 7	AXBZ	HAKA	7	7.H.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	haka	0	1394	1394
5057	Sorowaha	LAUGH	haka	haka	h a k a	LAUGH	434	239	3 7 1 7	AXBZ	HAKA	7	7.H.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	haka	1	1394	1394
94	Banawa	LEAF	aɸe	aɸe	a ɸ e	LEAF	11	11	7 3 7	XBZ	ABE	1	1.A.V 1.B.C 1.E.V	1.5 1.75 0.8	aɸe	0	1403	1403
376	Deni	LEAF	apha	apha	a pʰ a	LEAF	11	11	7 1 7	XBZ	APA	2	2.A.V 2.P.C 2.A.V	1.5 1.75 0.8	apʰa	0	1403	1403
694	Jamamadi	LEAF	aɸe	aɸe	a ɸ e	LEAF	11	11	7 3 7	XBZ	ABE	3	3.A.V 3.B.C 3.E.V	1.5 1.75 0.8	aɸe	0	1403	1403
1006	Jarawara	LEAF	aɸe	aɸe	a ɸ e	LEAF	11	11	7 3 7	XBZ	ABE	4	4.A.V 4.B.C 4.E.V	1.5 1.75 0.8	aɸe	0	1403	1403
1368	Kulina	LEAF	apʰa	apʰa	a pʰ a	LEAF	11	11	7 1 7	XBZ	APA	5	5.A.V 5.P.C 5.A.V	1.5 1.75 0.8	apʰa	0	1403	1403
1683	Paumari	LEAF	aɸa	aɸa	a ɸ a	LEAF	11	11	7 3 7	XBZ	ABA	6	6.A.V 6.B.C 6.A.V	1.5 1.75 0.8	aɸa	1	1403	1403
1874	Sorowaha	LEAF	ahaba /ahɨ	ahaba	a h a b a	LEAF	11	11	7 3 7 1 7	XBYBZ	AHAPA	7	7.A.V 7.H.C 7.A.V 7.P.C 7.A.V	1.5 1.75 1.3 1.75 0.8	ahaba	0	1403	1403
5146	Sorowaha	LEAF	ahaba /ahɨ	ahɨ	a h ɨ	LEAF	11	11	7 3 7	XBZ	AHI	7	7.A.V 7.H.C 7.I.V	1.5 1.75 0.8	ahɨ	0	1403	1404
573	Deni	LEAF BUNDLE	taphowe	taphowe	t a pʰ o w e	LEAF.BUNDLE	409	409	1 7 1 7 6 7	AXBYBZ	TAPUWE	2	2.T.C 2.A.V 2.P.C 2.U.V 2.W.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	tapʰowe	0	1412	1412
1202	Jarawara	LEAF BUNDLE	taɸowe	taɸowe	t a ɸ o w e	LEAF.BUNDLE	409	409	1 7 3 7 6 7	AXBYBZ	TABUWE	4	4.T.C 4.A.V 4.B.C 4.U.V 4.W.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	taɸowe	0	1412	1412
109	Banawa	LEAF SPINE	bahi	bahi	b a h i	LEAFSTALK	1102	1111	1 7 3 7	AXBZ	PAHI	1	1.P.C 1.A.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	bahi	0	1415	1415
377	Deni	LEAF SPINE	behe	behe	b e h e	LEAFSTALK	1102	1111	1 7 3 7	AXBZ	PEHE	2	2.P.C 2.E.V 2.H.C 2.E.V	2.0 1.5 1.75 0.8	behe	0	1415	1415
710	Jamamadi	LEAF SPINE	bahi	bahi	b a h i	LEAFSTALK	1102	1111	1 7 3 7	AXBZ	PAHI	3	3.P.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	bahi	0	1415	1415
1025	Jarawara	LEAF SPINE	behe	behe	b e h e	LEAFSTALK	1102	1111	1 7 3 7	AXBZ	PEHE	4	4.P.C 4.E.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	behe	0	1415	1415
5163	Sorowaha	LEECH	aahidu	aahidu	aː h i d u	LEECH	422	396	7 3 7 1 7	XBYBZ	AHITY	7	7.A.V 7.H.C 7.I.V 7.T.C 7.Y.V	1.5 1.75 1.3 1.75 0.8	aːhidu	0	1420	1420
201	Banawa	LEG	isi	isi	i s i	LEG	77	77	7 3 7	XBZ	ISI	1	1.I.V 1.S.C 1.I.V	1.5 1.75 0.8	isi	0	1422	1422
534	Deni	LEG	itsʰo	itsʰo	i tsʰ o	LEG	77	77	7 2 7	XBZ	ICU	2	2.I.V 2.C.C 2.U.V	1.5 1.75 0.8	itsʰo	0	1422	1422
808	Jamamadi	LEG	isi	isi	i s i	LEG	77	77	7 3 7	XBZ	ISI	3	3.I.V 3.S.C 3.I.V	1.5 1.75 0.8	isi	0	1422	1422
