ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Segment_Slice
Arawa-217_house-1-1,Arawa-217_house-1,zami,254,false,expert,,z a m - - i,SCA,,1
Deni-217_house-1-1,Deni-217_house-1,jamari,254,false,expert,,j a m a r i,SCA,,1
Sorowaha-217_house-1-1,Sorowaha-217_house-1,uuda,1272,false,expert,,uː d a,SCA,,1
Katawishi-217_house-1-1,Katawishi-217_house-1,kah,821,false,expert,,k a h,SCA,,1
Amarakaeri-217_house-1-1,Amarakaeri-217_house-1,hak,881,false,expert,,h a k,SCA,,1
ProtoArawan-217_house-1-1,ProtoArawan-217_house-1,jamari,254,false,expert,,j a m a r i,SCA,,1
Arawa-242_lake-1-1,Arawa-242_lake-1,daku,174,false,expert,,d a k u,SCA,,1
Deni-242_lake-1-1,Deni-242_lake-1,korija,46,false,expert,,k o r i j a,SCA,,1
Jarawara-242_lake-1-1,Jarawara-242_lake-1,rako,174,false,expert,,r a k o,SCA,,1
Kulina-242_lake-1-1,Kulina-242_lake-1,koɾija,46,false,expert,,k o ɾ i j a,SCA,,1
Kulina-242_lake-2-1,Kulina-242_lake-2,koɾidza,46,false,expert,,k o ɾ i dz a,SCA,,1
Paumari-242_lake-1-1,Paumari-242_lake-1,ɗako,174,false,expert,,ɗ a k o,SCA,,1
Sorowaha-242_lake-1-1,Sorowaha-242_lake-1,taki,174,false,expert,,t a k i,SCA,,1
ProtoArawan-242_lake-1-1,ProtoArawan-242_lake-1,ɗako,174,false,expert,,ɗ a k o,SCA,,1
Arawa-271_man-1-1,Arawa-271_man-1,makuidá,289,false,expert,,- m a k u i d á,SCA,,1
Banawa-271_man-1-1,Banawa-271_man-1,maki,289,false,expert,,- m a k - - - i,SCA,,1
Deni-271_man-1-1,Deni-271_man-1,dzabitsu,365,false,expert,,dz a b i ts u,SCA,,1
Deni-271_man-2-1,Deni-271_man-2,makhi,289,false,expert,,- m a kʰ - - - i,SCA,,1
Jamamadi-271_man-1-1,Jamamadi-271_man-1,maki,289,false,expert,,- m a k - i t i,SCA,,1
Jarawara-271_man-1-1,Jarawara-271_man-1,maki,289,false,expert,,- m a k - i t i,SCA,,1
Kulina-271_man-1-1,Kulina-271_man-1,makʰi,289,false,expert,,- m a kʰ - - - i,SCA,,1
Paumari-271_man-1-1,Paumari-271_man-1,makhira,289,false,expert,,- m a kʰ - i r a,SCA,,1
Sorowaha-271_man-1-1,Sorowaha-271_man-1,imeki,289,false,expert,,i m e k - - - i,SCA,,1
